PLAYER_ID,PLAYER_NAME,FG3M,FG3A,FG3_PCT,GP,MIN,SEASON
2215,Jason Collins,0,1,0.0,74,1172.1366666666668,2007-08
1902,Jeff Foster,0,3,0.0,77,1883.48,2007-08
1741,Jelani McCoy,0,0,0.0,6,33.28333333333333,2007-08
979,Jermaine O'Neal,0,5,0.0,42,1205.9966666666667,2007-08
1744,Jerome James,0,0,0.0,2,4.566666666666666,2007-08
201149,Joakim Noah,0,1,0.0,74,1533.715,2007-08
693,Joe Smith,0,3,0.0,77,1725.805,2007-08
201202,Joel Anthony,0,0,0.0,24,498.13666666666666,2007-08
2038,Joel Przybilla,0,1,0.0,77,1819.4083333333333,2007-08
101130,Johan Petro,0,1,0.0,72,1310.27,2007-08
200767,Josh Boone,0,0,0.0,70,1772.7383333333332,2007-08
2694,Josh Powell,0,3,0.0,64,1227.4783333333332,2007-08
200818,Justin Williams,0,0,0.0,1,6.266666666666667,2007-08
2570,Kendrick Perkins,0,1,0.0,78,1911.9566666666667,2007-08
200785,Kosta Perovic,0,0,0.0,7,37.95,2007-08
703,Kurt Thomas,0,1,0.0,70,1584.155,2007-08
2198,Kwame Brown,0,0,0.0,38,713.4166666666666,2007-08
201178,Kyrylo Fesenko,0,0,0.0,9,70.11166666666666,2007-08
200746,LaMarcus Aldridge,1,7,0.143,76,2648.9133333333334,2007-08
200984,Lance Allred,0,0,0.0,3,10.081666666666667,2007-08
2254,Loren Woods,0,0,0.0,7,16.911666666666665,2007-08
953,Lorenzen Wright,0,0,0.0,18,160.53333333333333,2007-08
2449,Luis Scola,0,3,0.0,82,2023.5783333333334,2007-08
1766,Maceo Baston,0,0,0.0,15,103.21666666666667,2007-08
101162,Marcin Gortat,0,0,0.0,6,40.67333333333333,2007-08
948,Marcus Camby,6,20,0.3,79,2757.725,2007-08
1548,Mark Blount,17,44,0.386,69,1541.6383333333333,2007-08
2058,Mark Madsen,0,0,0.0,20,151.335,2007-08
2588,Matt Bonner,46,137,0.336,68,852.5566666666666,2007-08
